ID,year,ssi
BD_0000001,1200,-0.238170626975864
BD_0000001,1201,-1.00285349819807
BD_0000001,1202,-0.215585629409674
BD_0000001,1203,-0.152789179438035
BD_0000001,1204,-0.253782386409291
BD_0000001,1205,0.465147383111535
BD_0000001,1206,0.519914806034723
BD_0000001,1207,0.621708371593006
BD_0000001,1208,0.275210476558152
BD_0000001,1209,1.48190606957271
BD_0000001,1210,0.957296638198093
BD_0000001,1211,0.972093322565502
BD_0000001,1212,0.714509437804155
BD_0000001,1213,1.28596313175128
BD_0000001,1214,0.246459552411816
BD_0000001,1215,-0.765215218229811
BD_0000001,1216,-0.146657265595538
BD_0000001,1217,0.338692853521477
BD_0000001,1218,-0.406876419165835
BD_0000001,1219,0.150606967370928
BD_0000001,1220,0.148178110995356
BD_0000001,1221,0.0712590725256917
BD_0000001,1222,0.593407923201172
BD_0000001,1223,0.0334490341958282
BD_0000001,1224,-0.146293677364493
BD_0000001,1225,0.0134022924488094
BD_0000001,1226,0.238657862204958
BD_0000001,1227,-0.0761292004362227
BD_0000001,1228,0.495773567409769
BD_0000001,1229,0.491678428610031
BD_0000001,1230,0.425383232179208
BD_0000001,1231,0.115330260247816
BD_0000001,1232,-0.00306195624784931
BD_0000001,1233,-0.219144880099005
BD_0000001,1234,-0.129689555747723
BD_0000001,1235,0.549643736982547
BD_0000001,1236,0.527578111905425
BD_0000001,1237,-0.168013829686871
BD_0000001,1238,-0.348601331221728
BD_0000001,1239,-0.112422309830387
BD_0000001,1240,-1.04585690211105
BD_0000001,1241,-0.517142090428336
BD_0000001,1242,-0.345441699171783
BD_0000001,1243,0.298859787115433
BD_0000001,1244,-0.151821382047286
BD_0000001,1245,0.404533592552667
BD_0000001,1246,-0.387095568680841
BD_0000001,1247,-0.427469025248772
BD_0000001,1248,-0.0102027594654833
BD_0000001,1249,0.340204390455014
BD_0000001,1250,0.581053469064485
BD_0000001,1251,0.382249605718997
BD_0000001,1252,0.340146301663047
BD_0000001,1253,-0.464488626066272
BD_0000001,1254,-0.614571891093355
BD_0000001,1255,-0.550827915969916
BD_0000001,1256,-0.118851669548897
BD_0000001,1257,0.190962557790947
BD_0000001,1258,0.00898235292231665
BD_0000001,1259,-0.198718835405353
BD_0000001,1260,-0.895109487262433
BD_0000001,1261,-0.202613138152755
BD_0000001,1262,0.262081247728308
BD_0000001,1263,-0.230216178485903
BD_0000001,1264,-0.0643261361830318
BD_0000001,1265,-0.318949796833069
BD_0000001,1266,-0.133466027351503
BD_0000001,1267,0.154960739320046
BD_0000001,1268,0.0447646453008652
BD_0000001,1269,-0.653982003741132
BD_0000001,1270,-0.622298861944554
BD_0000001,1271,-0.373517096298104
BD_0000001,1272,0.141247471089698
BD_0000001,1273,0.312456924031363
BD_0000001,1274,0.0198976349202232
BD_0000001,1275,-0.69905113364142
BD_0000001,1276,-0.235424832887887
BD_0000001,1277,-0.264014818001373
BD_0000001,1278,-0.496059019864259
BD_0000001,1279,-0.948633197178685
BD_0000001,1280,-0.324508658837881
BD_0000001,1281,0.190723138945514
BD_0000001,1282,0.102916873945269
BD_0000001,1283,-0.230653071983461
BD_0000001,1284,0.0582744101490356
BD_0000001,1285,-0.400550197813025
BD_0000001,1286,-0.858048971840486
BD_0000001,1287,-0.0915331948972961
BD_0000001,1288,0.0047793533841644
BD_0000001,1289,-0.549534560619023
BD_0000001,1290,-0.515748240148466
BD_0000001,1291,-0.158535239814934
BD_0000001,1292,0.178604475811817
BD_0000001,1293,-0.0461667870548047
BD_0000001,1294,0.648742347225304
BD_0000001,1295,0.156325013193841
BD_0000001,1296,-0.224736562654627
BD_0000001,1297,0.609122662183082
BD_0000001,1298,0.182759738142605
BD_0000001,1299,0.468021037081665
BD_0000001,1300,0.739344701423353
BD_0000001,1301,0.233629676140862
BD_0000001,1302,0.300085506684415
BD_0000001,1303,0.74749630474813
BD_0000001,1304,0.0497390151331261
BD_0000001,1305,0.106280649513996
BD_0000001,1306,0.480547630077489
BD_0000001,1307,-0.219401660228075
BD_0000001,1308,-0.0814006964219026
BD_0000001,1309,-0.062393114019518
BD_0000001,1310,-0.120908436972122
BD_0000001,1311,0.0199119014682089
BD_0000001,1312,1.05479770052047
BD_0000001,1313,0.789818539875171
BD_0000001,1314,0.994142958204529
BD_0000001,1315,-0.0830294642357451
BD_0000001,1316,0.13200958377249
BD_0000001,1317,0.0279675855291476
BD_0000001,1318,0.739866491450531
BD_0000001,1319,0.235759376811666
BD_0000001,1320,0.824116119027051
BD_0000001,1321,0.153017526291844
BD_0000001,1322,0.510123507607177
BD_0000001,1323,0.448843555939516
BD_0000001,1324,0.236554516370188
BD_0000001,1325,0.357557170832327
BD_0000001,1326,0.230982472123232
BD_0000001,1327,0.026646178349506
BD_0000001,1328,0.352713972334001
BD_0000001,1329,0.88324431078383
BD_0000001,1330,0.526677174755966
BD_0000001,1331,0.109480609149466
BD_0000001,1332,-0.234039355071847
BD_0000001,1333,-0.0680318812422825
BD_0000001,1334,-0.307878792273668
BD_0000001,1335,0.503338079437096
BD_0000001,1336,-0.281381830730216
BD_0000001,1337,-0.22151430886209
BD_0000001,1338,-0.0357035043836742
BD_0000001,1339,-0.00693716627164441
BD_0000001,1340,-0.754586846923562
BD_0000001,1341,0.0215039868105776
BD_0000001,1342,-0.499112573130822
BD_0000001,1343,-0.564016941250876
BD_0000001,1344,-0.414027983475645
BD_0000001,1345,-0.403523464183126
BD_0000001,1346,0.0714724244430589
BD_0000001,1347,0.60736847571301
BD_0000001,1348,-0.284700597254885
BD_0000001,1349,-0.463682771548117
BD_0000001,1350,0.407363479218152
BD_0000001,1351,-0.0921093511032101
BD_0000001,1352,0.11716971037392
BD_0000001,1353,-0.685632685686247
BD_0000001,1354,-0.052755487666516
BD_0000001,1355,-0.445897808409752
BD_0000001,1356,-0.549257034451597
BD_0000001,1357,0.0098463624414818
BD_0000001,1358,0.435497252549889
BD_0000001,1359,-0.0703149969927488
BD_0000001,1360,0.24083323545697
BD_0000001,1361,1.16864871672771
BD_0000001,1362,0.794048261193822
BD_0000001,1363,0.472954191502181
BD_0000001,1364,0.685223014984845
BD_0000001,1365,0.566183159817423
BD_0000001,1366,0.391874561021254
BD_0000001,1367,0.2434434132592
BD_0000001,1368,0.482373449606783
BD_0000001,1369,-0.594111657531071
BD_0000001,1370,0.035592420919954
BD_0000001,1371,-0.670744606684144
BD_0000001,1372,-0.726347155802677
